id,question,context,answer_text
question_44,Que conjunto de dados é necessário para caracterizar os reservatórios carbonáticos de Búzios?,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas. Tem como foco principal os estudos relacionados à evolução das bacias sedimentares, cuja compreensão requer estudos multidisciplinares de sedimentologia, estratigrafia, paleontologia, geofísica, geologia estrutural e geocronologia.","A caracterização requer integração de sísmica, dados de poços, petrografia, processos deposicionais e diagenéticos e testes de produtividade/injetividade."
question_45,Qual interpretação conecta idade aptiana e rifteamento oblíquo aos reservatórios de Búzios?,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",Os reservatórios de Búzios são carbonatos lacustres aptianos depositados durante o rifteamento oblíquo de abertura da Bacia de Santos.
question_46,Qual campo exemplifica reservatórios carbonáticos das Formações Itapema e Barra Velha com coluna de óleo expressiva?,"O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos. À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",O Campo de Mero exemplifica reservatórios carbonáticos das Formações Barra Velha e Itapema com coluna de óleo de cerca de 300 m.
question_47,Que feição em Mero indica que nem toda a estrutura de Libra possui o mesmo comportamento de fluido?,"No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco. Uma armadilha estrutural consiste de configurações geométricas de estruturas de rochas que acumulam o petróleo, não permitindo sua fuga.",A diferença de fluido e regime de pressão observada no W735 indica variação interna e compartimentação na estrutura de Libra.
question_48,Como a ocorrência de rochas ígneas intercaladas afeta a interpretação de Mero?,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2. A existência de uma rocha reservatório (tipicamente, arenitos e calcários fraturados) é determinada através de uma combinação de estudos regionais (i.e. análises de outros poços na área), estratigrafia e sedimentologia (para quantificar o padrão e a extensão da sedimentação) e interpretação sísmica.","Ela indica maior complexidade do arcabouço do reservatório, pois intercala litologias não carbonáticas aos carbonatos produtores."
question_49,Qual entidade estratigráfica deve ser conectada aos estromatólitos no Campo de Búzios?,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias.",A Formação Barra Velha deve ser conectada aos estromatólitos descritos nos altos estruturais de Búzios.
question_50,Qual entidade estratigráfica deve ser conectada aos bivalves no Campo de Búzios?,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",A Formação Itapema deve ser conectada aos rudstones e grainstones de bivalves descritos nos altos estruturais.
question_51,Por que Mero exige avaliação espacial cuidadosa dos reservatórios?,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra. No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco. Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica.","Porque há continuidade na porção noroeste e compartimentação no compartimento central, demonstrando variação espacial de fluidos e pressão."
question_52,Qual conclusão decorre da associação entre Mero e a porção setentrional da Bacia de Santos?,"O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos. À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. A Bacia de Santos é a maior bacia sedimentar marítima brasileira, com uma área total de mais de 350 mil quilômetros quadrados e que se estende de Cabo Frio (RJ) a Florianópolis (SC).","Mero representa uma acumulação do pré-sal localizada na porção norte da Bacia de Santos, com reservatórios carbonáticos de Barra Velha e Itapema."
question_53,Que papel têm os testes de produtividade na caracterização de Búzios?,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).","Eles ajudam a avaliar o comportamento produtivo e a injetividade das rochas, complementando a interpretação sísmica, de poços e petrográfica."
question_54,Que característica aproxima Búzios dos modelos de carbonatos lacustres do pré-sal?,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos.","Búzios possui reservatórios carbonáticos lacustres aptianos nas formações Itapema e Barra Velha, compatíveis com os carbonatos lacustres do pré-sal."
question_55,Que entidade de Mero deve ser relacionada à qualidade permoporosa excelente?,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.",Os reservatórios carbonáticos das Formações Barra Velha e Itapema devem ser relacionados à excelente qualidade permoporosa.
question_56,Qual interpretação decorre da necessidade de reinjeção total do gás produzido em Mero?,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2. O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos.","A estratégia de produção deve considerar o fluido produzido e o alto teor de CO2, integrando propriedades do hidrocarboneto ao desenvolvimento do campo."
question_57,Que aspecto do Campo de Búzios conecta geologia e engenharia de reservatórios?,"Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).",A construção de modelos geocelulares para simulação de fluxo conecta a caracterização geológica à avaliação de produção.
question_58,O que Itapema e Barra Velha têm em comum nos campos de Mero e Búzios?,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",As duas formações são associadas a reservatórios carbonáticos do pré-sal nos dois campos.
question_59,Por que o W735 não deve ser interpretado como simples repetição dos poços da porção noroeste?,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra. No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco. Finalmente, estudos de migração revelam informação sobre como hidrocarbonetos movem-se da fonte ao reservatório e ajudam a quantificar a fonte (ou ""a cozinha"") dos hidrocarbonetos em uma área em particular.","Porque ele identificou fluido e regime de pressão diferentes, indicando compartimento distinto no Campo de Mero."
question_60,Qual entidade petrolífera de Búzios deve ser associada ao rifteamento oblíquo da Bacia de Santos?,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",Os reservatórios carbonáticos aptianos de Itapema e Barra Velha devem ser associados ao rifteamento oblíquo de abertura da Bacia de Santos.
question_61,Que função têm a sísmica e os dados de poços na interpretação de Búzios?,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas. Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica. A existência de uma rocha reservatório (tipicamente, arenitos e calcários fraturados) é determinada através de uma combinação de estudos regionais (i.e. análises de outros poços na área), estratigrafia e sedimentologia (para quantificar o padrão e a extensão da sedimentação) e interpretação sísmica.","Eles sustentam a caracterização dos reservatórios, permitindo integrar geometria, fácies, propriedades petrofísicas e comportamento de fluidos."
question_62,Qual característica de Mero exige diferenciar litologia reservatório de litologia intercalada?,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2. De um modo geral e amplo, as rochas sedimentares mais comuns podem ser divididas em arenosas (detríticas), argilosas (detríticas) e carbonatadas (não detríticas), estas últimas subdivididas em calcários e dolomitos.",A ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos exige distinguir os carbonatos reservatório das intercalações ígneas.
question_63,Que formação em Búzios pode ser inferida quando o contexto menciona esferulititos?,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas.","A Formação Barra Velha pode ser inferida, pois ela é descrita com estromatólitos, grainstones intraclásticos e esferulititos."
question_64,Que formação em Búzios pode ser inferida quando o contexto menciona bivalves?,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.","A Formação Itapema pode ser inferida, pois é composta majoritariamente por rudstones e grainstones de bivalves nos altos estruturais."
question_65,Como a compartimentação de Mero se manifesta nos dados de poços?,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra. No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco. Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",Ela se manifesta pela diferença de fluido e regime de pressão entre o W735 e os poços 2-ANP-2A-RJS e W731.
question_66,Que rocha geradora deve ser associada à Bacia de Campos?,As rochas geradoras de hidrocarbonetos da Bacia de Campos correspondem a folhelhos orgânicos. A rocha onde o petróleo se forma é chamada de rocha geradora. As rochas geradoras mais comuns são folhelhos negros.,Os folhelhos orgânicos devem ser associados à função de rocha geradora na Bacia de Campos.
question_67,Que reservatórios siliciclásticos são centrais na Bacia de Campos entre o Albiano e o Mioceno?,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. As sequências turbidíticas são muito procuradas pelos geólogos de petróleo por constituírem bons reservatórios para hidrocarbonetos.","Os arenitos turbidíticos são os reservatórios siliciclásticos centrais, com deposição do Albiano ao Mioceno."
question_68,Qual formação da Bacia de Campos deve ser ligada a turbiditos?,"Turbiditos Formação Carapebus K. e Terciano Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa). As sequências turbidíticas são muito procuradas pelos geólogos de petróleo por constituírem bons reservatórios para hidrocarbonetos.",A Formação Carapebus deve ser ligada a turbiditos na Bacia de Campos.
question_69,Qual formação da Bacia de Campos deve ser ligada a carbonatos albiano?,"Carbonatos Formação de Macaé Albiano De um modo geral e amplo, as rochas sedimentares mais comuns podem ser divididas em arenosas (detríticas), argilosas (detríticas) e carbonatadas (não detríticas), estas últimas subdivididas em calcários e dolomitos.",A Formação de Macaé deve ser ligada a carbonatos do Albiano.
question_70,Qual unidade da Formação de Macaé deve ser ligada ao Turoniano?,"Arenitos Arenito Namorado da Formação de Macaé Turoniano Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é.",O Arenito Namorado da Formação de Macaé deve ser ligado ao Turoniano.
question_71,Qual formação da Bacia de Campos deve ser ligada a coquinas barremianas?,"Coquinas Formação Lagoa Feia Barremiano Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",A Formação Lagoa Feia deve ser ligada a coquinas do Barremiano.
question_72,Qual limite separa a Bacia de Campos da Bacia de Santos?,"A Bacia de Campos é uma bacia sedimentar brasileira situada na costa norte do estado do Rio de Janeiro, estendendo-se até o sul do estado do Espírito Santo, entre os paralelos 21 e 23 sul. Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória. Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",O Alto de Cabo Frio separa a Bacia de Campos da Bacia de Santos ao sul.
question_73,Qual limite separa a Bacia de Campos da Bacia do Espírito Santo?,"Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória. O pré-sal é uma formação rochosa localizada no subsolo da costa brasileira, que se estende entre os estados de Santa Catarina e Espírito Santo, atingindo uma área de cerca de 800 quilômetros de extensão por 200 quilômetros de largura.",O Alto de Vitória marca o limite norte da Bacia de Campos com a Bacia do Espírito Santo.
question_74,Que estágio evolutivo da Bacia de Campos é compatível com contexto marinho?,"Reconhece-se quatro estágios geológicos evolutivos na bacia de Campos, que são pré-rifte (continental), rifte (continental), proto-oceânico (transicional evaporítico) e drift (marinho). O mais extenso e mais duradouro dos ambientes de deposição é o marinho.",O estágio drift é compatível com contexto marinho na evolução da Bacia de Campos.
question_75,Que estágio evolutivo da Bacia de Campos é compatível com ambiente evaporítico transicional?,"Reconhece-se quatro estágios geológicos evolutivos na bacia de Campos, que são pré-rifte (continental), rifte (continental), proto-oceânico (transicional evaporítico) e drift (marinho). Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação. Seu ambiente de formação são bacias fechadas sujeitas a evaporação intensa.",O estágio proto-oceânico é compatível com o ambiente transicional evaporítico.
question_76,Por que os turbiditos são bons candidatos a reservatórios de hidrocarbonetos?,"Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa). Os depósitos se formam por fluxos hiperpicnais concentrados, constituindo sucessões de estratos sedimentares arenosos e pelágicos bastante espessos, num curto período de tempo geológico. As sequências turbidíticas são muito procuradas pelos geólogos de petróleo por constituírem bons reservatórios para hidrocarbonetos. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.",Porque formam sucessões arenosas depositadas por correntes de turbidez e são reconhecidos como bons reservatórios para hidrocarbonetos.
question_77,Que propriedade dos arenitos turbidíticos favorece sua função de reservatório?,"Para a maioria dos geólogos, um turbidito é uma camada com gradação grano-classificada consistindo num conjunto de estratos arenito/pelito que foram depositados por corrente de turbidez e é comumente coberta por pelitos hemipelágicos contendo assembléia de fósseis de águas profundas. Os depósitos se formam por fluxos hiperpicnais concentrados, constituindo sucessões de estratos sedimentares arenosos e pelágicos bastante espessos, num curto período de tempo geológico. A condição para o armazenamento do petróleo nas rochas reservatório é a porosidade de tais rochas, que variam de 5% a 35%, tendo em média de 15% a 30%. Geralmente são compostas por granulometria de areia a seixo como arenitos, calcarenitos ou conglomerados.",Sua natureza arenosa se relaciona à porosidade e permeabilidade necessárias ao armazenamento e fluxo de hidrocarbonetos.
question_78,Qual entidade na Bacia de Campos deve ser conectada aos reservatórios do pré-sal informal?,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. Tanto as coquinas quanto os calcáreos microbiais são informalmente denominados como Camada pré-sal. Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.",As coquinas e os calcáreos microbiais devem ser conectados à Camada pré-sal informal.
question_79,Qual rocha reservatório de Campos combina origem carbonática e idade Aptiana?,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas.",Os calcáreos de origem microbial depositados no Aptiano combinam origem carbonática e idade Aptiana.
question_80,Que evidência liga reservatórios turbidíticos a águas profundas?,"Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa). Para a maioria dos geólogos, um turbidito é uma camada com gradação grano-classificada consistindo num conjunto de estratos arenito/pelito que foram depositados por corrente de turbidez e é comumente coberta por pelitos hemipelágicos contendo assembléia de fósseis de águas profundas. A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório.","Turbiditos são depositados por correntes submarinas e podem conter fósseis de águas profundas, o que sustenta sua interpretação em ambientes profundos."
question_81,Qual descoberta na Bacia Potiguar deve ser associada a reservatórios turbidíticos albiano?,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15. A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório. Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa).",A descoberta de Anhangá deve ser associada a reservatórios turbidíticos de idade Albiana.
question_82,Que poço comprovou hidrocarboneto antes da descoberta de Anhangá na Bacia Potiguar?,"Esta é a segunda descoberta na Bacia Potiguar em 2024 e foi precedida pela comprovação da presença de hidrocarboneto no Poço Pitu Oeste, localizado na Concessão BM-POT-17, a cerca de 24 km de Anhangá. A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15.",O Poço Pitu Oeste comprovou a presença de hidrocarboneto antes da descoberta de Anhangá.
question_83,Qual concessão está ligada ao poço exploratório Anhangá?,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15. O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira. A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação.",O poço Anhangá está ligado à Concessão POT-M-762_R15.
question_84,Qual interpretação deve ser feita quando perfis elétricos e amostras de óleo confirmam reservatórios turbidíticos portadores de petróleo?,"A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório. A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).","A acumulação envolve reservatórios turbidíticos com hidrocarboneto, cuja qualidade e óleo ainda precisam de caracterização complementar."
question_85,Qual entidade conecta Anhangá à Margem Equatorial brasileira?,"O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira. A maior parte da margem continental brasileira é uma clássica margem divergente formada pela ruptura do supercontinente Gondwana e o distanciamento das placas Sul-Americana e Africana.","O poço 1-BRSA-1390-RNS, chamado Anhangá, conecta a descoberta à Margem Equatorial brasileira."
question_86,Por que a localização de Anhangá exige interpretação em águas ultraprofundas?,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15. O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira. Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado.","Porque o poço está em profundidade d’água de 2.196 metros, em contexto de águas ultraprofundas da Bacia Potiguar."
question_87,Que dado indica que os turbiditos de Anhangá ainda precisam de caracterização petrofísica e de fluido?,"A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório. A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação. Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",A notícia informa que os reservatórios e o óleo serão caracterizados por análises de laboratório e avaliação da qualidade dos reservatórios.
question_88,Qual componente da Bacia de Campos conecta rochas geradoras e reservatórios em um sistema petrolífero?,"As rochas geradoras de hidrocarbonetos da Bacia de Campos correspondem a folhelhos orgânicos. As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.","Os folhelhos orgânicos funcionam como geradores e os arenitos turbidíticos, calcarenitos, calcáreos microbiais e coquinas funcionam como reservatórios."
question_89,Qual rocha capeadora comum poderia reter hidrocarbonetos gerados por folhelhos orgânicos?,Folhelhos e camadas de sal são rochas capeadoras comuns. As rochas geradoras de hidrocarbonetos da Bacia de Campos correspondem a folhelhos orgânicos.,"Folhelhos ou camadas de sal poderiam atuar como rochas capeadoras comuns, retendo hidrocarbonetos migrados de rochas geradoras."
question_90,Por que uma falha pode ser relevante para acumulações petrolíferas?,"Uma armadilha estrutural consiste de configurações geométricas de estruturas de rochas que acumulam o petróleo, não permitindo sua fuga. Podem ser domos salinos, flancos de homoclinais ou ainda, diversos tipos de superposição de dobras e falhas. Mas, o óleo pode ser contido também, em sua ascensão, por uma deformação da rocha, caso em que se diz haver uma trapa estrutural.","Falhas podem participar de armadilhas estruturais que acumulam petróleo, impedindo sua fuga quando associadas a reservatório e selo."
