id,domain,question,context,answer_text,span_start,span_end
1407,georegis,O que sugere o seccionamento da zona de falha de Perimbó pelas falhas transcorrentes?,"oblíquo ou transpressivo, o que produziría uma rotação progressiva dos indicadores cinemáticos. Para a área estudada, a hipótese a não justifica a cinemática contrária, comparando-se os dois flancos das dobras D1, já que as camadas apresentam sempre um deslocamento em direção à zona de charneira. A hipótese b é pouco provável, pois deveria ocorrer também uma dispersão dos valores de acamamento que amostrassem uma suposta deformação tardia. Por fim, a hipótese c, considerando-se a condição de obliqüidade constante em toda a área, seria compatível com a cinemática definida pelos outros elementos estruturais. Outro fato importante relaciona-se ao secciona-mento da zona de falha de Perimbó pelas falhas trans-correntes, principalmente pelas falhas dextrais. Isto sugere uma evolução direcional posterior à nucleação frontal da referida zona de falha, situação contrária à que ocorrería se o regime fosse transpressivo. Com base no exposto, pode-se concluir que a evolução da primeira fase de deformação deu-se a partir de uma convergência, com vetor tectônico direcionado de SE para NW. Assim, verifica-se que no início ocorrería uma deformação predominantemente frontal, quando então seriam desenvolvidas as dobras F1, a zona de falha de Perimbó com características reversas e um sistema conjugado de falhas transcor-rentes, conforme mostrado na figura 42. A continuação do campo compressivo provocaria o achatamento desse par conjugado e a concentração do movimento ao longo das falhas transcorrentes dextrais. O encurtamento podería ser quantificado tomando-se como base um marcador linear, paralelo à direção de compressão máxima. Essa hipótese seria uma alternativa para explicar a abertura do ângulo entre o par conjugado de 60° para 100°. Para o caso bidimensional, e considerando um mecanismo de",uma evolução direcional posterior à nucleação frontal da referida zona de falha,775,854
1409,georegis,Como seria quantificado o encurtamento de acordo com o texto?,"oblíquo ou transpressivo, o que produziría uma rotação progressiva dos indicadores cinemáticos. Para a área estudada, a hipótese a não justifica a cinemática contrária, comparando-se os dois flancos das dobras D1, já que as camadas apresentam sempre um deslocamento em direção à zona de charneira. A hipótese b é pouco provável, pois deveria ocorrer também uma dispersão dos valores de acamamento que amostrassem uma suposta deformação tardia. Por fim, a hipótese c, considerando-se a condição de obliqüidade constante em toda a área, seria compatível com a cinemática definida pelos outros elementos estruturais. Outro fato importante relaciona-se ao secciona-mento da zona de falha de Perimbó pelas falhas trans-correntes, principalmente pelas falhas dextrais. Isto sugere uma evolução direcional posterior à nucleação frontal da referida zona de falha, situação contrária à que ocorrería se o regime fosse transpressivo. Com base no exposto, pode-se concluir que a evolução da primeira fase de deformação deu-se a partir de uma convergência, com vetor tectônico direcionado de SE para NW. Assim, verifica-se que no início ocorrería uma deformação predominantemente frontal, quando então seriam desenvolvidas as dobras F1, a zona de falha de Perimbó com características reversas e um sistema conjugado de falhas transcor-rentes, conforme mostrado na figura 42. A continuação do campo compressivo provocaria o achatamento desse par conjugado e a concentração do movimento ao longo das falhas transcorrentes dextrais. O encurtamento podería ser quantificado tomando-se como base um marcador linear, paralelo à direção de compressão máxima. Essa hipótese seria uma alternativa para explicar a abertura do ângulo entre o par conjugado de 60° para 100°. Para o caso bidimensional, e considerando um mecanismo de","tomando-se como base um marcador linear, paralelo à direção de compressão máxima",1558,1638
1412,georegis,O que a hipótese b sugere que deveria ocorrer também?,"oblíquo ou transpressivo, o que produziría uma rotação progressiva dos indicadores cinemáticos. Para a área estudada, a hipótese a não justifica a cinemática contrária, comparando-se os dois flancos das dobras D1, já que as camadas apresentam sempre um deslocamento em direção à zona de charneira. A hipótese b é pouco provável, pois deveria ocorrer também uma dispersão dos valores de acamamento que amostrassem uma suposta deformação tardia. Por fim, a hipótese c, considerando-se a condição de obliqüidade constante em toda a área, seria compatível com a cinemática definida pelos outros elementos estruturais. Outro fato importante relaciona-se ao secciona-mento da zona de falha de Perimbó pelas falhas trans-correntes, principalmente pelas falhas dextrais. Isto sugere uma evolução direcional posterior à nucleação frontal da referida zona de falha, situação contrária à que ocorrería se o regime fosse transpressivo. Com base no exposto, pode-se concluir que a evolução da primeira fase de deformação deu-se a partir de uma convergência, com vetor tectônico direcionado de SE para NW. Assim, verifica-se que no início ocorrería uma deformação predominantemente frontal, quando então seriam desenvolvidas as dobras F1, a zona de falha de Perimbó com características reversas e um sistema conjugado de falhas transcor-rentes, conforme mostrado na figura 42. A continuação do campo compressivo provocaria o achatamento desse par conjugado e a concentração do movimento ao longo das falhas transcorrentes dextrais. O encurtamento podería ser quantificado tomando-se como base um marcador linear, paralelo à direção de compressão máxima. Essa hipótese seria uma alternativa para explicar a abertura do ângulo entre o par conjugado de 60° para 100°. Para o caso bidimensional, e considerando um mecanismo de",uma dispersão dos valores de acamamento,357,396
1413,georegis,Qual é a condição que a hipótese c considera constante em toda a área?,"oblíquo ou transpressivo, o que produziría uma rotação progressiva dos indicadores cinemáticos. Para a área estudada, a hipótese a não justifica a cinemática contrária, comparando-se os dois flancos das dobras D1, já que as camadas apresentam sempre um deslocamento em direção à zona de charneira. A hipótese b é pouco provável, pois deveria ocorrer também uma dispersão dos valores de acamamento que amostrassem uma suposta deformação tardia. Por fim, a hipótese c, considerando-se a condição de obliqüidade constante em toda a área, seria compatível com a cinemática definida pelos outros elementos estruturais. Outro fato importante relaciona-se ao secciona-mento da zona de falha de Perimbó pelas falhas trans-correntes, principalmente pelas falhas dextrais. Isto sugere uma evolução direcional posterior à nucleação frontal da referida zona de falha, situação contrária à que ocorrería se o regime fosse transpressivo. Com base no exposto, pode-se concluir que a evolução da primeira fase de deformação deu-se a partir de uma convergência, com vetor tectônico direcionado de SE para NW. Assim, verifica-se que no início ocorrería uma deformação predominantemente frontal, quando então seriam desenvolvidas as dobras F1, a zona de falha de Perimbó com características reversas e um sistema conjugado de falhas transcor-rentes, conforme mostrado na figura 42. A continuação do campo compressivo provocaria o achatamento desse par conjugado e a concentração do movimento ao longo das falhas transcorrentes dextrais. O encurtamento podería ser quantificado tomando-se como base um marcador linear, paralelo à direção de compressão máxima. Essa hipótese seria uma alternativa para explicar a abertura do ângulo entre o par conjugado de 60° para 100°. Para o caso bidimensional, e considerando um mecanismo de",a condição de obliqüidade,483,508
1414,georegis,Qual é o nome da descontinuidade crustal?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais","Arco de São Mateus,",41,60
1415,georegis,Qual é a idade do fragmento máfico?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais","69,4 ± 1,3 Ma, geocro-nologicamente compatível",310,356
1416,georegis,Qual é a sequência vulcanoclástica da Fm. Rio Doce?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais",Abrolhos,499,507
1419,georegis,Qual é a idade da amostra?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais","69,4 ± 1,3 Ma, geocro-nologicamente compatível",310,356
1421,georegis,Qual é o nome da descontinuidade crustal?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais",Arco de São Mateus,41,59
1422,georegis,Qual é a idade do fragmento máfico?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais","69,4 ± 1,3 Ma",310,323
1425,georegis,Qual é a idade da amostra?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais","69,4 ± 1,3 Ma",310,323
1426,georegis,Qual foi a data de um fragmento mafico de uma rocha?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais","69,4 ± 1,3 Ma",310,323
1427,georegis,Quem descreve uma forte ocorrência de rochas piroclásticas ácidas na região nordeste do estado de Minas Gerais?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais",Raposo etal.,939,951
1428,georegis,Quem admitiu que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e os sedimentos terciários da Fm. Rio Doce?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais",Novais etal.,413,425
1429,georegis,Como é chamada a descontinuidade crustal?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais",Arco de São Mateus,41,59
1430,georegis,Qual é a área das rochas piroclásticas ácidas encontradas na região nordeste de Minas Gerais?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais",75km de comprimento por 25km de largura,1126,1165
1431,georegis,Quem descreveu uma grande ocorrência de rochas piroclásticas ácidas na região nordeste de Minas Gerais?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais",Raposo etal.,939,951
1432,georegis,Quem admite que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e os sedimentos terciários da Fm. Rio Doce?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais",Novais etal.,413,425
1435,georegis,Quanta área as rochas piroclásticas ácidas ocupam?,"a uma descontinuidade crustal denominada Arco de São Mateus, que constituiria uma zona de profundas fissuras na crosta. As reativações posteriores desta estrutura controlariam os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos. Datação Ar-Ar de um fragmento máfico indicou uma idade de 69,4 ± 1,3 Ma, geocro-nologicamente compatível com a do poço 1-ESS-4, próximo à foz do Rio São Mateus. Novais etal. admitem que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e sedimentos terciários da Fm. Rio Doce que próxima do contato com as vulcânicas, encontra-se totalmente silicificada ""cozida"". A Fm. Rio Doce corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas. Os sedimentos são mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina. Recentemente, Raposo etal. descrevem uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica, na região nordeste do estado de Minas Gerais. As rochas ocupam uma área de 75km de comprimento por 25km de largura, com direção NE-SW, cuja origem estaria, segundo os autores, relacionada à ruptura do Atlântico Sul. As rochas traquíticas e riolíticas, que ocorrem tanto na parte emersa quanto na parte submersa da bacia, podem estar relacionadas a dois mecanismos genéticos: 1) diferenciação do magmatismo básico de tendência alcalina de idade terciária; 2) fusão de crosta mais",75km de comprimento por 25km de largura,1126,1165
